// Note : ลฐ(ID)ฟอ ณปฟ๋ภบ นตๅฝร ลวภธทฮ ฑธบะตวพ๎พ฿ วีดฯดู.
//
IN_000_000	Sword
IN_073_074	Skill Book ธนูปีกนก
IN_073_075	Skill Book ธนูแสงเขียว       
IN_073_076	Skill Book ยิงทะลุหัวใจ
IN_073_077	Skill Book พายุทอนาโดปีศาจ
IN_073_078	Skill Book พายุพลังพิฆาต
IN_073_079	Skill Book ลูกธนูทะยาน
IN_073_080	Skill Book งูเห่าแฝด3
IN_073_081	Skill Book รุ้ง7สี
IN_073_082	Skill Book Dozen Arrow
IN_073_083	Skill Book Lightning Arrow
IN_073_084	Skill Book Enhanced Cyclone Arrow
IN_073_085	Skill Book Blazing Gear
IN_073_086	Skill Book Destructive Arrow
IN_073_087	Skill Book Oktagon Arrow
IN_073_090	Skill Book Shockwave
IN_074_000	กระดาษอัดรูป FUJI
IN_074_001	Flies Tiger Spells
IN_074_002	Spiritual Spells
IN_074_003	Divine Power Spells
IN_074_004	Divine Destiny Spells
IN_074_005	Flies Tiger Spells
IN_074_006	Spiritual Spells
IN_074_007	Divine Power Spells
IN_074_008	Divine Destiny Spells
IN_074_009	ยันต์แห่งเงา
IN_074_010	ยันต์ทางผี
IN_074_011	ยันต์ลูกไฟ
IN_074_012	ยันต์เงามืด
IN_075_000	Stick _ Gun _ Stick
IN_075_001	Bamboo Stick
IN_075_002	Manner Stick
IN_075_003	Iron Rod
IN_075_004	Golden Manner Stick
IN_075_005	Silver Manner Stick
IN_075_006	Spirits Controller Stick
IN_075_007	Dragon Spirit Stick
IN_075_008	BaGua Stick
IN_075_009	Stick
IN_075_018	Gold Spear
IN_075_019	Honoured BaGua Stick
IN_075_020	Purple Mystic Wand
IN_075_021	Silver Spear
IN_075_022	Honourable Wand
IN_075_023	Tiger Spear
IN_075_024	Sky Mystic Wand
IN_075_025	Abolish Spear
IN_075_026	Godly Mystic Wand
IN_075_027	Hot Iron Spear
IN_075_028	Dragon Head Wand
IN_075_029	Spirits Chaser Spear
IN_075_030	Dragon Wand
IN_075_031	Rain Spear
IN_075_032	Lighting Thunder Wand
IN_075_033	Tiger Head Gold Spear
IN_075_034	Iron God Wand
IN_075_035	Purple Gold Spear
IN_075_036	Dead Spirit Wand
IN_075_037	Machinery Spear
IN_075_038	Protection Wand
IN_075_039	Mystical Spear
IN_075_040	Tyrant Wand
IN_075_041	อาวุธใหม่ของ shaman reboot
IN_075_042	Gold Lance
IN_075_043	Silver Lance
IN_075_044	Tiger Lance
IN_075_045	Abolish Lance
IN_075_046	Hot Iron Lance
IN_075_047	Spirit Lance
IN_075_048	Rain Lance
IN_075_049	Fierce Lance
IN_076_000	ของสำหรับ GM
IN_076_001	ไม้เท้าทรงอำนาจ
IN_076_002	The Superintendent Abstains A
IN_076_003	The Superintendent Abstains B
IN_076_004	Abstention Of The Defense
IN_076_005	ชุด GM ระดับ 1 (ชาย)
IN_076_006	เสื้อ GM ระดับ 1 (ชาย)
IN_076_007	กางเกง GM ระดับ 1 (ชาย)
IN_076_008	รองเท้า GM ระดับ 1 (ชาย))
IN_076_009	หมวก GM ระดับ 1 (ชาย)
IN_076_010	ชุด GM ระดับ 1 (หญิง)
IN_076_011	เสื้อ GM ระดับ 1 (หญิง)
IN_076_012	กระโปรง GM ระดับ 1 (หญิง)
IN_076_013	รองเท้า GM ระดับ 1 (หญิง)
IN_076_014	หมวก GM ระดับ 1 (หญิง)
IN_076_015	ชุด GM ระดับ 2 (ชาย)
IN_076_016	เสื้อ GM ระดับ 2 (ชาย)
IN_076_017	กางเกง GM ระดับ 2 (ชาย)
IN_076_018	รองเท้า GM ระดับ 2 (ชาย)
IN_076_019	หมวก GM ระดับ 2 (ชาย)
IN_076_020	ชุด GM ระดับ 2 (หญิง)
IN_076_021	เสื้อ GM ระดับ 2 (หญิง)
IN_076_022	กระโปรง GM ระดับ 2 (หญิง)
IN_076_023	รองเท้า GM ระดับ 2 (หญิง))
IN_076_024	หมวก GM ระดับ 2 (หญิง)
IN_076_025	ชุด GM ระดับ 3 (ชาย)
IN_076_026	เสื้อ GM ระดับ 3 (ชาย)
IN_076_027	กางเกง GM ระดับ 3 (ชาย)
IN_076_028	รองเท้า GM ระดับ 3 (ชาย)
IN_076_029	หมวก GM ระดับ 3 (ชาย)
IN_076_030	ชุด GM ระดับ 3 (หญิง)
IN_076_031	เสื้อ GM ระดับ 3 (หญิง)
IN_076_032	กระโปรง GM ระดับ 3 (หญิง)
IN_076_033	รองเท้า GM ระดับ 3 (หญิง)
IN_076_034	หมวก GM ระดับ 3 (หญิง)
IN_076_035	GM_Healty
IN_076_036	GM_Very Healty
IN_076_037	+11 Grade Grindstone
IN_076_038	Supervisor Ring (Exp)
IN_076_039	GM_All
IN_076_040	GM_Box(All)
IN_076_041	Delay_Zero
IN_076_042	GM_Very Speed
IN_076_043	GM_Very Att.Speed
IN_076_044	GM_Speed
IN_076_045	GM_Att.Speed
IN_076_046	GM_Box(speed)
IN_076_047	GM Bike
IN_076_048	Devil Box Test 1
IN_076_049	Devil Box Test 2
IN_076_050	Devil Box Test 3
IN_076_051	Devil Box Test 5
IN_076_052	GM_Accessory
IN_077_000	Temp
IN_077_001	 
IN_077_002	 
IN_077_003	 
IN_077_004	 
IN_077_005	 
IN_077_006	 
IN_077_007	 
IN_077_008	 
IN_077_009	 
IN_077_010	Honor Mystical Spear
IN_077_011	Honor Dead Spirit Wand
IN_077_012	Master CD
IN_077_013	 
IN_077_014	 
IN_077_015	 
IN_077_016	 
IN_077_017	 
IN_077_018	 
IN_077_019	 
IN_077_020	 
IN_077_021	 
IN_077_022	 
IN_077_023	 
IN_077_024	 
IN_077_025	กระบี่ปลิดชีพ (ธาตุ Faint)
IN_077_026	ดาบฟ้าคลั่ง (ธาตุ Faint)
IN_077_027	กระบี่ดูดวิญญาณ (ธาตุ Faint)
IN_077_028	ปลอกแขนเหล็กไหล (ธาตุ Faint)
IN_077_029	ปลอกแขนเหล็กไหลทรงพลัง (ธาตุ Faint)
IN_077_030	ปลอกแขนดูดวิญญาณ (ธาตุ Faint)
IN_077_031	คันธนูสัตโลหะ (ธาตุ Faint)
IN_077_032	คันธนูโลหะพิฆาต (ธาตุ Faint)
IN_077_033	คันธนูโลหะพิฆาตวิญญาณ (ธาตุ Faint)
IN_077_034	หอกถล่มปฐพี (ธาตุ Faint)
IN_077_035	คฑาเนตรทิพย์ (ธาตุ Faint)
IN_077_041	ดาบราชัน ธาตุ Faint (5 วัน)
IN_077_042	มีดราชัน ธาตุ Faint (5 วัน)
IN_077_043	ดาบราชันเวทย์ ธาตุ Faint (5 วัน)
IN_077_044	สนับราชัน ธาตุ Faint (5 วัน)
IN_077_045	สนับราชันรุนแรง ธาตุ Faint (5 วัน)
IN_077_046	สนับราชันเวทย์ ธาตุ Faint (5 วัน)
IN_077_047	คันธนูราชัน ธาตุ Faint (5 วัน)
IN_077_048	คันธนูราชันรุนแรง ธาตุ Faint (5 วัน)
IN_077_049	คันธนูราชันเวทย์ ธาตุ Faint (5 วัน)
IN_077_050	หอกราชัน ธาตุ Faint (5 วัน)
IN_077_051	คทาราชัน ธาตุ Faint (5 วัน)
IN_077_052	สนับวิญญาณ (ธาตุ Faint)
IN_077_053	สนับวิญญาณโจมตี (ธาตุ Faint)
IN_077_054	สนับวิญญาณเวทย์ (ธาตุ Faint)
IN_077_055	สนับวิญญาณเวทย์ Extreme (ธาตุ Faint)
IN_077_056	ดาบวิญญาณ (ธาตุ Faint)
IN_077_057	ดาบวิญญาณ Extreme (ธาตุ Faint)
IN_077_058	ดาบวิญญาณเวทย์ (ธาตุ Faint)
IN_077_059	ดาบวิญญาณเวทย์ Extreme (ธาตุ Faint)
IN_077_060	มีดวิญญาณ (ธาตุ Faint)
IN_077_061	ธนูวิญญาณ (ธาตุ Faint)
IN_077_062	ธนูวิญญาณโจมตี (ธาตุ Faint)
IN_077_063	ธนูวิญญาณโจมตี Extreme (ธาตุ Faint)
IN_077_064	ธนูวิญญาณเวทย์ (ธาตุ Faint)
IN_077_065	ธนูวิญญาณเวทย์ Extreme (ธาตุ Faint)
IN_077_066	หอกวิญญาณ (ธาตุ Faint)
IN_077_067	หอกวิญญาณ Extreme (ธาตุ Faint)
IN_077_068	คฑาวิญญาณ (ธาตุ Faint)
IN_077_069	ปืนคู่วิญญาณ (ธาตุ Faint)
IN_077_070	ปืนสไนเปอร์วิญญาณ (ธาตุ Faint)
IN_077_071	ปืนไฟฟ้าวิญญาณ (ธาตุ Faint)
IN_077_074	ปืนคู่  True Cross (7 วัน)
IN_077_075	ปืนสไนเปอร์  True Iron (7 วัน)
IN_077_076	ปืนไฟฟ้า  True Iron (7 วัน)
IN_077_077	ปืนคู่ Glory Cross
IN_077_078	ปืนสไนเปอร์ Glory  Iron
IN_077_079	ปืนไฟฟ้า Glory  Iron
IN_077_080	ปืนคู่ราชัน ธาตุ Faint (5 วัน)
IN_077_081	ปืนสไนเปอร์ราชัน ธาตุ Faint (5 วัน)
IN_077_082	ปืนไฟฟ้าราชัน ธาตุ Faint (5 วัน)
IN_077_083	Purple Lance [W] (ธาตุ Faint)
IN_077_084	ลูกบาศก์เฟรน [V]
IN_077_085	แส้เฟรน [V]
IN_077_086	ไม้คทาเฟรน [V]
IN_077_087	ลูกบาศก์สุดยอดเฟรน [R]
IN_077_088	แส้สุดยอดเฟรน [R]
IN_077_089	ไม้คทาสุดยอดเฟรน [R]
IN_077_090	ลูกบาศก์เฟรนทดลอง [R]
IN_077_091	แส้เฟรนทดลอง [R]
IN_077_092	ไม้คทาเฟรนทดลอง [R]
IN_077_093	ลูกบาศก์เฟรนEP5 [W]
IN_077_094	แส้เฟรนEP5 [W]
IN_077_095	ไม้คทาเฟรนEP5 [W]
IN_077_290	สนับพิฆาต (ธาตุ Faint)
IN_077_291	สนับพิฆาตรุนแรง (ธาตุ Faint)
IN_077_292	สนับดับจิต (ธาตุ Faint)
IN_077_293	สนับพิฆาต Extreme (ธาตุ Faint)
IN_077_294	ดาบเทพเจ้า (ธาตุ Faint)
IN_077_295	ดาบเทพเจ้ารุนแรง Extreme (ธาตุ Faint)
IN_077_296	ดาบเทพเจ้าเวทย์ (ธาตุ Faint)
IN_077_297	ดาบเทพเจ้า Extreme (ธาตุ Faint)
IN_077_298	ดาบกระชากวิญญาณ (ธาตุ Faint)
IN_077_299	ธนูกระชากวิญญาณ (ธาตุ Faint)
IN_077_300	ธนูวงพระจันทร์รุนแรง (ธาตุ Faint)
IN_077_301	ธนูยาววงพระจันทร์ Extreme (ธาตุ Faint)
IN_077_302	ธนูวงพระจันทร์เวทย์ (ธาตุ Faint)
IN_077_303	ธนูวงพระจันทร์ Extreme (ธาตุ Faint)
IN_077_304	ทวนปีกมังกร (ธาตุ Faint)
IN_077_305	ทวนปีกมังกร Extreme (ธาตุ Faint)
IN_077_306	ไม้เท้าพระจันทร์ม่วง (ธาตุ Faint)
IN_077_307	ปืนคู่ Elf (ธาตุ Faint)
IN_077_308	ปืนสไนเปอร์ Xinticle (ธาตุ Faint)
IN_077_309	ปืนไฟฟ้า Xinticle (ธาตุ Faint)
IN_077_310	กล่องเสี่ยงโชคอาวุธ EP5 ธาตุ Faint
IN_077_311	กล่องเสี่ยงไร้โชค
IN_077_312	กล่องเสี่ยงโชคสีหม่น
IN_077_313	กล่องเสี่ยงโชคสีแดง
IN_077_314	กล่องเสี่ยงโชคสีน้ำเงิน
IN_077_315	หอกคู่ Saintroll (ธาตุ Faint)
IN_077_316	เคียว Saintroll (ธาตุ Faint)
IN_077_317	กงจักร Saintroll (ธาตุ Faint)
IN_077_318	หอกคู่ราชัน ธาตุ Faint (5 วัน)
IN_077_319	เคียวราชัน ธาตุ Faint (5 วัน)
IN_077_320	กงจักรราชัน ธาตุ Faint (5 วัน)
IN_077_321	หอกคู่ Saintroll Rake Havoc (ธาตุ Faint)
IN_077_322	เคียว Saintroll Rake Havoc (ธาตุ Faint)
IN_077_323	กงจักร Saintroll Rake Havoc  (ธาตุ Faint)
IN_077_324	หอกคู่ Saintroll Chaos (ธาตุ Faint)
IN_077_325	เคียว Saintroll Chaos (ธาตุ Faint)
IN_077_326	กงจักร Saintroll Chaos (ธาตุ Faint)
IN_077_327	ปลอกแขน Alicia Mighty (ธาตุ Faint)
IN_077_328	ปลอกแขน Alicia Bizarre (ธาตุ Faint)
IN_077_329	ปลอกแขน Alicia Nimble (ธาตุ Faint)
IN_077_330	สนับปรามาจารย์ Mighty (ธาตุ Faint)
IN_077_331	สนับปรามาจารย์ Bizzare (ธาตุ Faint)
IN_077_332	สนับปรามาจารย์ Nimble (ธาตุ Faint)
IN_077_333	ทวนวิญญาณ (ธาตุ Faint)
IN_077_334	หอกปีกมังกร (ธาตุ Faint)
IN_077_335	ลูกบาศก์เฟรน [R]
IN_077_336	แส้เฟรน [R]
IN_077_337	ไม้คทาเฟรน [R]
IN_078_000	Temp
IN_079_000	อาวุธสายหมัด (เวทย์)
IN_079_001	สนับบาง
IN_079_002	สนับหนังแท้อย่างบาง
IN_079_003	สนับโซเดียมอย่างบาง
IN_079_004	สนับเหล็กอย่างบาง
IN_079_005	สนับทองขาวอย่างบาง
IN_079_006	สนับเหล็กดีอย่างบาง
IN_079_007	สนับเลือดอย่างบาง
IN_079_008	สนับโจมตีอย่างบาง
IN_079_009	สนับตะกั่วอย่างบาง
IN_079_010	สนับมือเหล็กอย่างบาง
IN_079_011	สนับมือเหล็กทองอย่างบาง
IN_079_012	สนับมือทำลายล้างอย่างบาง
IN_079_013	สนับมือคริสตัลอย่างบาง
IN_079_014	สนับเขาวัวเหนียวอย่างบาง
IN_079_015	สนับทรงพลังอย่างบาง
IN_079_016	ถุงมือกังฟูเวทย์
IN_079_017	ถุงมือเสือขาวเวทย์
IN_080_000	คัมภีร์สายเวทย์
IN_080_001	Skill Book Rapid Pierce
IN_080_002	Skill Book Spear Mastery
IN_080_003	Skill Book Enhanced Drilling Strike
IN_080_004	Skill Book Moon Strike
IN_080_005	Skill Book Spinning Yari
IN_080_006	Skill Book Scroll Of Weakening
IN_080_007	Skill Book Scroll Of Flame
IN_080_008	Skill Book MP Regeneration
IN_080_009	Skill Book Scroll Of Stone
IN_080_010	Skill Book Shin Ryuu Attack
IN_080_011	Skill Book Gaia Dragon Strike
IN_080_012	Skill Book Frost Dragon Strike
IN_080_013	Skill Book Oni Summoning
